unique_id,Absolute energy,Area under the curve,Autocorrelation,Average power,Centroid,ECDF Percentile Count_0,ECDF Percentile Count_1,ECDF Percentile_0,ECDF Percentile_1,ECDF_0,ECDF_1,ECDF_2,ECDF_3,ECDF_4,ECDF_5,ECDF_6,ECDF_7,ECDF_8,ECDF_9,Entropy,Histogram mode,Interquartile range,Kurtosis,Max,Mean,Mean absolute deviation,Mean absolute diff,Mean diff,Median,Median absolute deviation,Median absolute diff,Median diff,Min,Negative turning points,Neighbourhood peaks,Peak to peak distance,Positive turning points,Root mean square,Signal distance,Skewness,Slope,Standard deviation,Sum absolute diff,Variance,Zero crossing rate
Q1::pattern0::L24,569952639.0333999,105716.455,5.0,27140601.85873333,12.227088914309624,4.0,17.0,3383.7,5656.4,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9999999999999998,5641.6975,665.0624999999991,-0.486352930187246,5770.3,5005.008181818182,759.5835537190084,146.15285714285724,113.8547619047619,5439.675,252.2249999999999,65.64999999999964,24.850000000000364,3198.25,4.0,0.0,2572.05,5.0,5089.885866881675,3069.5282864915657,-1.1341766503171002,121.651010728402,925.6517908019604,3069.210000000002,856831.2378148761,0.0
Q100::pattern0::L24,216418734.88,65692.7,5.0,10305654.041904762,11.512199110402635,4.0,17.0,2743.2,3372.0,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9999999999999998,3160.9300000000003,400.6999999999998,-0.5685746378473984,3518.0,3122.4363636363637,238.28429752066123,159.57142857142858,47.914285714285704,3169.4,208.69999999999982,158.0,89.40000000000009,2497.8,6.0,0.0,1020.1999999999998,6.0,3136.4335194322516,3351.098949142662,-0.6778572251549114,40.726595143986394,295.983744248741,3351.0,87606.37685950412,0.0
Q101::pattern0::L24,1277051564.0,157458.0,5.0,60811979.23809524,12.326218481683798,4.0,17.0,5182.0,8328.0,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9796141977984021,8259.1,2213.0,-0.8619175760386493,9468.0,7466.963636363637,1280.3223140495863,653.6761904761905,207.8857142857143,8044.0,550.0,506.0,436.0,4632.4,8.0,0.0,4835.6,8.0,7618.910575904954,13727.251607881597,-0.798329730345213,192.2373800112929,1514.0186316091042,13727.2,2292252.4168595043,0.0
Q104::pattern0::L24,423186978.0,86986.0,2.0,20151760.85714286,8.025505489443487,4.0,17.0,3341.0,5385.0,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9999999999999998,3230.4,1885.75,0.989270167689257,6856.0,4161.363636363636,1077.702479338843,930.2857142857143,-54.666666666666664,3815.0,600.0,664.0,82.0,264.0,6.0,0.0,6592.0,6.0,4385.860431804998,19536.033283036595,-0.44128324294491156,-121.47035573122524,1385.2163777631063,19536.0,1918824.4132231409,0.0
Q105::pattern0::L24,85431856.0,40629.0,1.0,4068183.619047619,10.032405008267641,4.0,17.0,1564.0,2126.0,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9999999999999998,1837.1,397.0,-0.4968072079361914,2660.0,1940.7272727272727,278.8595041322314,448.2857142857143,-21.047619047619047,1863.0,241.0,460.0,32.0,1394.0,8.0,0.0,1266.0,9.0,1970.6004622495605,9414.04931215626,0.4976086961256019,-11.742518351214,341.82427460720777,9414.0,116843.8347107438,0.0
Q106::pattern0::L24,907510895.8400002,134874.3,1.0,43214804.56380953,10.207538447222351,4.0,17.0,6047.0,6645.2,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9999999999999998,6278.1900000000005,466.39999999999964,-0.8265690637530874,7141.0,6412.8545454545465,302.4280991735538,372.77142857142843,-28.31428571428573,6300.6,264.90000000000055,249.60000000000036,63.19999999999982,5813.6,7.0,0.0,1327.3999999999996,8.0,6422.654845580179,7828.272273719007,0.34559006085499583,-23.784302653867854,354.67145966023344,7828.199999999997,125791.8442975206,0.0
Q107::pattern0::L24,254926979.3,68977.9,1.0,12139379.966666667,12.704856240572886,4.0,17.0,2538.9,3679.1,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9999999999999998,3236.665,939.0999999999995,-0.134428784516468,5249.0,3305.0,647.6272727272727,750.7333333333333,144.46666666666667,3175.75,492.89999999999986,900.3000000000002,232.70000000000027,2153.1,5.0,0.0,3095.9,5.0,3404.0549302533027,15765.428729018904,0.7122580968992511,92.1218520609824,815.208542755667,15765.4,664564.9681818183,0.0
Q109::pattern0::L24,216230138.34000003,64833.34999999999,6.0,10296673.254285716,12.540208654245637,4.0,17.0,2333.7,3528.2,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9999999999999998,2270.425,984.6749999999997,-1.2167726982028375,3958.1,3086.5090909090914,476.389256198347,179.96666666666658,84.5952380952381,3229.05,381.35000000000014,161.0999999999999,89.40000000000009,2181.6,5.0,0.0,1776.5,5.0,3135.0666104276293,3779.442806824117,-0.28225522623386057,82.48582721626188,549.6401400495773,3779.2999999999984,302104.283553719,0.0
Q111::pattern0::L24,366679864.4,81117.07499999998,5.0,17460945.92380952,13.634969958259045,4.0,17.0,2707.8,4555.8,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9999999999999998,3336.0875000000005,1609.2124999999996,-0.21473543598723932,6804.05,3894.054545454546,997.4685950413223,906.3785714285715,214.46904761904764,3810.8999999999996,770.8750000000005,948.0500000000002,299.2000000000003,2180.1,5.0,0.0,4623.950000000001,5.0,4082.556376051207,19033.98058395688,0.6925112138351897,157.60152456239408,1226.2160334382995,19033.95,1503605.760661157,0.0
Q113::pattern0::L24,348691979.73,81436.57500000001,5.0,16604379.987142857,12.77218319394237,4.0,17.0,3122.75,4489.3,0.045454545454545456,0.09090909090909091,0.13636363636363635,0.18181818181818182,0.22727272727272727,0.2727272727272727,0.3181818181818182,0.36363636363636365,0.4090909090909091,0.45454545454545453,0.9999999999999998,3651.3424999999997,1150.2499999999995,-0.37974763521588306,5691.4,3894.740909090909,677.530165289256,564.602380952381,137.4928571428571,3710.95,608.875,594.25,263.5,2552.85,5.0,0.0,3138.5499999999997,5.0,3981.1600623778904,11856.683305286877,0.530864244694313,111.21756070016936,825.0022383766278,11856.650000000001,680628.6933264462,0.0
