unique_id,Absolute energy,Area under the curve,Autocorrelation,Average power,Centroid,ECDF Percentile Count_0,ECDF Percentile Count_1,ECDF Percentile_0,ECDF Percentile_1,ECDF_0,ECDF_1,ECDF_2,ECDF_3,ECDF_4,ECDF_5,ECDF_6,ECDF_7,ECDF_8,ECDF_9,Entropy,Histogram mode,Interquartile range,Kurtosis,Max,Mean,Mean absolute deviation,Mean absolute diff,Mean diff,Median,Median absolute deviation,Median absolute diff,Median diff,Min,Negative turning points,Neighbourhood peaks,Peak to peak distance,Positive turning points,Root mean square,Signal distance,Skewness,Slope,Standard deviation,Sum absolute diff,Variance,Zero crossing rate
Y583,946044119.0,125724.5,5.0,52558006.61111111,7.3670491925546235,3.0,15.0,5520.0,8124.0,0.05263157894736842,0.10526315789473684,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.3157894736842105,0.3684210526315789,0.42105263157894735,0.47368421052631576,0.5263157894736842,1.0,8346.35,1820.0,-1.1325174288724713,8525.0,6971.736842105263,933.7229916897508,214.83333333333334,-198.5,6932.0,1018.0,212.5,-212.5,4952.0,2.0,0.0,3573.0,2.0,7056.330189046011,3867.098193950118,-0.23724108644693512,-196.92280701754345,1089.3489529412684,3867.0,1186681.141274238,0.0
Y467,203038997.0,72578.0,8.0,7001344.724137931,18.786478343369673,6.0,24.0,1916.0,3434.0,0.03333333333333333,0.06666666666666667,0.1,0.13333333333333333,0.16666666666666666,0.2,0.23333333333333334,0.26666666666666666,0.3,0.3333333333333333,0.9864136635272994,2010.9499999999998,1230.25,-1.2388206651875202,3654.0,2511.9,593.3533333333332,96.62068965517241,59.51724137931034,2258.5,391.0,72.0,58.0,1721.0,6.0,0.0,1933.0,7.0,2601.5315809473977,2802.7083881842095,0.5617319223028141,72.30678531701886,676.9970137797261,2802.0,458324.95666666667,0.0
Y455,1105563013.25,124040.75,3.0,73704200.88333334,8.093934899011058,3.0,12.0,7618.5,8632.5,0.0625,0.125,0.1875,0.25,0.3125,0.375,0.4375,0.5,0.5625,0.625,1.0,7579.8,869.625,-0.6316355164522345,9533.0,8288.53125,528.84765625,241.7,127.63333333333334,8173.25,433.0,221.5,77.0,7477.0,2.0,0.0,2056.0,1.0,8312.501929511054,3625.5651995887765,0.6255550239054263,114.11838235294121,630.8233079860298,3625.5,397938.0458984375,0.0
Y307,240815642.0,59519.0,5.0,14165626.0,11.283886315200405,3.0,14.0,2473.5,4009.0,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.4444444444444444,0.5,0.5555555555555556,1.0,2341.75,1275.5,-0.9665170612348861,5405.5,3517.3333333333335,844.5555555555555,227.2941176470588,189.7058823529412,3505.5,797.75,182.5,182.5,2180.5,2.0,0.0,3225.0,2.0,3657.6832527951046,3864.052799857045,0.4853320283285654,187.73890608875126,1003.5003736920081,3864.0,1007013.0,0.0
Y265,314930786.0,69952.0,4.0,18525340.352941178,10.305428977654792,3.0,14.0,3100.5,4543.5,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.4444444444444444,0.5,0.5555555555555556,1.0,4493.900000000001,968.75,-0.8139094654020247,5448.0,4113.166666666667,628.9259259259258,174.47058823529412,160.35294117647058,4255.75,530.75,166.0,166.0,2722.0,1.0,0.0,2726.0,1.0,4182.84051546049,2966.0535618129156,-0.18381581943677683,144.34158926728588,760.2728128770619,2966.0,578014.75,0.0
Y319,260719305.0,63228.5,4.0,15336429.705882354,10.542799794783129,3.0,14.0,2603.5,4405.5,0.05555555555555555,0.1111111111111111,0.16666666666666666,0.2222222222222222,0.2777777777777778,0.3333333333333333,0.3888888888888889,0.4444444444444444,0.5,0.5555555555555556,1.0,3557.35,1189.5,-1.071873200050977,5000.0,3720.722222222222,663.858024691358,311.6470588235294,134.23529411764707,3639.5,650.25,227.0,120.0,2377.0,5.0,0.0,2623.0,4.0,3805.8383877055703,5298.169769376285,0.021789673028282722,147.39318885448915,800.3948890360693,5298.0,640631.9783950617,0.0
Y231,843100945.0,150025.0,3.0,27196804.677419353,14.89505901573862,6.0,25.0,2960.0,6032.0,0.03125,0.0625,0.09375,0.125,0.15625,0.1875,0.21875,0.25,0.28125,0.3125,1.0,5304.7,2802.75,-1.0904056665500725,7903.0,4863.34375,1407.779296875,911.1612903225806,64.70967741935483,5156.0,1382.0,662.0,124.0,2129.0,7.0,1.0,5774.0,8.0,5132.923585175411,28246.108157727587,-0.11381040176976888,-23.052236070381223,1641.5821942826797,28246.0,2694792.1005859375,0.0
Y145,62175304.8387,25576.44,3.0,4441093.202764286,10.260748328835037,3.0,12.0,1235.82,2176.02,0.06666666666666667,0.13333333333333333,0.2,0.26666666666666666,0.3333333333333333,0.4,0.4666666666666667,0.5333333333333333,0.6,0.6666666666666666,0.9999999999999998,1250.01,640.9049999999997,0.844449213283764,3923.31,1872.85,620.6826666666665,224.24571428571429,201.0,1569.54,252.72000000000003,137.34000000000003,137.34000000000003,1109.31,1.0,0.0,2814.0,1.0,2035.9322981327252,3139.6067503381855,1.420861106306785,159.58735714285717,798.4066633489477,3139.44,637453.20008,0.0
Y163,487631700.0,81570.0,2.0,32508780.0,6.86775141977029,3.0,12.0,4830.0,6030.0,0.0625,0.125,0.1875,0.25,0.3125,0.375,0.4375,0.5,0.5625,0.625,1.0,5001.0,1080.0,2.385102566997509,7080.0,5428.125,714.375,772.0,20.0,5415.0,540.0,570.0,-60.0,2460.0,3.0,0.0,4620.0,3.0,5520.596095531713,11580.027235517608,-1.1932287801920123,-87.48529411764694,1006.2008916588178,11580.0,1012440.234375,0.0
Y444,1464689520.0,142867.0,4.0,97645968.0,8.203132323224379,3.0,12.0,8588.0,10092.0,0.0625,0.125,0.1875,0.25,0.3125,0.375,0.4375,0.5,0.5625,0.625,1.0,9111.5,1037.75,-0.9037688750115169,11054.0,9539.125,643.515625,184.53333333333333,172.66666666666666,9361.0,683.5,104.0,104.0,8464.0,1.0,0.0,2590.0,1.0,9567.815581416691,2768.1171600242797,0.29575920824263857,157.62352941176508,740.3980242916643,2768.0,548189.234375,0.0
