unique_id,Absolute energy,Area under the curve,Autocorrelation,Average power,Centroid,ECDF Percentile Count_0,ECDF Percentile Count_1,ECDF Percentile_0,ECDF Percentile_1,ECDF_0,ECDF_1,ECDF_2,ECDF_3,ECDF_4,ECDF_5,ECDF_6,ECDF_7,ECDF_8,ECDF_9,Entropy,Histogram mode,Interquartile range,Kurtosis,Max,Mean,Mean absolute deviation,Mean absolute diff,Mean diff,Median,Median absolute deviation,Median absolute diff,Median diff,Min,Negative turning points,Neighbourhood peaks,Peak to peak distance,Positive turning points,Root mean square,Signal distance,Skewness,Slope,Standard deviation,Sum absolute diff,Variance,Zero crossing rate
Q463,1424576217.3600001,249051.49999999997,12.0,30310132.284255322,29.534285984649184,9.0,38.0,4057.4,6676.4,0.020833333333333332,0.041666666666666664,0.0625,0.08333333333333333,0.10416666666666667,0.125,0.14583333333333334,0.16666666666666666,0.1875,0.20833333333333334,0.9999999999999999,4065.16,2484.8,-1.425170961735386,7531.8,5294.566666666667,1165.1777777777777,138.77872340425526,68.66808510638297,4966.8,988.8000000000002,103.60000000000036,74.39999999999964,3453.4,6.0,0.0,4078.4,5.0,5447.813432469949,6523.896585448437,0.33028092151634175,86.09368215371258,1283.0568994484313,6522.599999999998,1646235.0072222222,0.0
Q698,1006849049.3337,204217.46000000002,6.0,22374423.318526667,20.121539884138222,9.0,36.0,3553.33,5381.67,0.021739130434782608,0.043478260869565216,0.06521739130434782,0.08695652173913043,0.10869565217391304,0.13043478260869565,0.15217391304347827,0.17391304347826086,0.1956521739130435,0.21739130434782608,0.9921285827486939,4664.75,1471.2525,-0.5460601998467398,6800.0,4524.310652173913,936.7028260869565,391.2226666666668,-33.888888888888886,4524.17,788.3299999999999,398.34000000000015,-26.670000000000073,2055.0,7.0,1.0,4745.0,6.0,4678.46372344621,17605.202728484623,-0.2081137107031514,-41.37558495220468,1191.0650419804267,17605.020000000004,1418635.9342278354,0.0
Q526,418475460.0,86627.0,1.0,22025024.210526317,9.57730898724623,4.0,16.0,4282.0,4748.0,0.05,0.1,0.15,0.2,0.25,0.3,0.35,0.4,0.45,0.5,1.0,4268.1,306.0,-0.7316017061997613,5068.0,4568.3,193.26999999999998,349.57894736842104,34.63157894736842,4584.0,176.0,326.0,228.0,4226.0,8.0,0.0,842.0,8.0,4574.251086243517,6642.030542531037,0.2738575170898054,4.990977443608937,233.25546081496142,6642.0,54408.11,0.0
Q174,1964307700.0475,262034.09999999998,1.0,53089397.29858108,20.580520265275865,7.0,30.0,5632.95,7841.25,0.02631578947368421,0.05263157894736842,0.07894736842105263,0.10526315789473684,0.13157894736842105,0.15789473684210525,0.18421052631578946,0.21052631578947367,0.23684210526315788,0.2631578947368421,1.0000000000000004,7315.925,1182.9624999999996,3.4346252674964903,9086.75,7065.859210526316,973.6689750692522,941.5513513513512,71.96756756756757,7341.075,505.0,515.0,134.75,2003.45,11.0,0.0,7083.3,11.0,7189.7362883479145,34837.65208213775,-1.524350587458971,58.867419848998615,1328.8873214111388,34837.399999999994,1765941.5130072713,0.0
Q91,484525346.9872,126595.11,11.0,12423726.845825642,27.24401418050545,8.0,32.0,1916.0,4446.8,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,1.0,1912.4389999999999,2154.3999999999996,-1.0401470938147888,6001.6,3261.113,1047.8782999999999,178.68153846153845,110.36871794871796,3105.5,1112.5,130.5999999999999,97.40000000000009,1697.22,12.0,0.0,4304.38,12.0,3480.3927471881675,6968.9035191481025,0.33571379677844815,103.61030018761724,1215.8436066826193,6968.58,1478275.675911,0.0
Q126,893018111.7900001,181704.89999999997,1.0,22897900.302307695,22.07573973705799,8.0,32.0,3929.15,5367.0,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,1.0,3788.2225,1088.5250000000005,0.5312461235426582,7054.75,4656.2425,627.7635,762.5102564102565,43.31025641025644,4544.375,540.0749999999998,813.5499999999997,42.05000000000018,3616.3,11.0,0.0,3438.45,11.0,4724.981777187083,29738.035497303383,0.9730104393458373,44.55453095684801,803.0308686120043,29737.9,644858.5759437501,0.0
Q188,568073681.5600001,131850.7,2.0,14565991.834871797,27.112071096860475,8.0,32.0,1882.8,4336.7,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,1.0,3294.89,2044.3499999999995,0.7028628344716479,8010.9,3407.2699999999995,1227.422,902.5487179487178,134.28205128205133,3232.95,1025.4999999999998,853.3000000000002,48.70000000000027,755.5,9.0,1.0,7255.4,10.0,3768.5331415552128,35199.49506293188,0.9287976423111857,95.31270168855532,1610.078627303648,35199.399999999994,2592353.1860999996,0.0
Q133,725599619.59,155318.7,9.0,18605118.451025642,26.270463141464834,8.0,32.0,2942.8,5176.5,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,1.0,3184.1549999999997,1844.1999999999998,-0.10209922187652953,7680.4,4014.8525,1210.40825,548.5999999999999,105.64102564102564,3311.9,569.6499999999999,529.9000000000001,186.9000000000001,2390.7,16.0,0.0,5289.7,16.0,4259.106771348894,21395.462548696698,1.0112597735366475,98.09974671669788,1421.6011722679993,21395.399999999998,2020949.89299375,0.0
Q727,1632838047.4972,299692.07999999996,9.0,28646281.535038598,24.542159030227964,11.0,46.0,4454.76,6023.3,0.017241379310344827,0.034482758620689655,0.05172413793103448,0.06896551724137931,0.08620689655172414,0.10344827586206896,0.1206896551724138,0.13793103448275862,0.15517241379310345,0.1724137931034483,0.9941135420805612,5162.885,1090.4975000000004,-0.8559197156491614,6234.47,5253.276896551724,611.7792033293698,88.11052631578954,-39.645614035087725,5219.1,630.855,76.42000000000007,-38.11000000000013,3853.17,8.0,1.0,2381.3,9.0,5305.881654283487,5024.676545557289,-0.4587905878366748,-38.987083576855696,745.2932157332139,5022.300000000004,555461.9774179548,0.0
Q186,1105700160.96,200018.6,6.0,28351286.17846154,21.92183428856069,8.0,32.0,3781.2,6295.8,0.025,0.05,0.075,0.1,0.125,0.15,0.175,0.2,0.225,0.25,1.0,3602.79,2081.9000000000005,-1.0370043731717984,7520.4,5124.15,992.0225,492.29743589743595,79.52820512820513,5127.200000000001,1067.7,278.59999999999945,41.399999999999636,3396.6,10.0,1.0,4123.799999999999,10.0,5257.6139097503155,19199.814127895475,0.2259501397465441,53.46529080675417,1177.1112103365595,19199.600000000002,1385590.8015,0.0
