unique_id,Absolute energy,Area under the curve,Autocorrelation,Average power,Centroid,ECDF Percentile Count_0,ECDF Percentile Count_1,ECDF Percentile_0,ECDF Percentile_1,ECDF_0,ECDF_1,ECDF_2,ECDF_3,ECDF_4,ECDF_5,ECDF_6,ECDF_7,ECDF_8,Entropy,Histogram mode,Interquartile range,Kurtosis,Max,Mean,Mean absolute deviation,Mean absolute diff,Mean diff,Median,Median absolute deviation,Median absolute diff,Median diff,Min,Negative turning points,Neighbourhood peaks,Peak to peak distance,Positive turning points,Root mean square,Signal distance,Skewness,Slope,Standard deviation,Sum absolute diff,Variance,Zero crossing rate
Y1::pattern0::L12,82497204.627,23218.375,3.0,10312150.578375,5.347724958584977,1.0,7.0,1683.17,3360.27,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,1818.4055,1017.75,-0.8416154284012061,4387.88,2917.1,667.1355555555557,338.08875,338.08875,2927.87,585.3499999999999,314.895,314.895,1683.17,0.0,0.0,2704.71,0.0,3027.599060256603,2704.7232808734293,0.2510119456871554,311.0715,810.4835961737083,2704.71,656883.6596666666,0.0
Y100::pattern0::L12,46030294.14,18154.05,1.0,5753786.7675,3.9403543748460605,1.0,7.0,2011.0,2303.3,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,2041.2,180.30000000000018,-0.7660788362636275,2615.0,2253.311111111111,158.90123456790127,270.0625,21.0625,2210.0,93.30000000000018,240.9000000000001,163.5,2011.0,2.0,0.0,604.0,2.0,2261.5209763932476,2160.525289881827,0.6032518520493428,-9.231666666666806,192.5257468752596,2160.5,37066.16320987654,0.0
Y101::pattern0::L12,290025654.0,45343.0,1.0,36253206.75,3.914639209812798,1.0,7.0,5152.0,5858.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,5212.9,513.0,-1.109145808683803,6370.0,5661.777777777777,355.9753086419753,463.25,-61.25,5602.0,257.0,493.5,-96.5,5152.0,1.0,0.0,1218.0,2.0,5676.713192214899,3706.016442516946,0.47952142799789,-36.28333333333401,411.515566811749,3706.0,169345.06172839509,0.0
Y104::pattern0::L12,91601805.07999998,24586.5,1.0,11450225.634999998,4.313889264680853,1.0,7.0,2158.6,3504.1,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,3244.3549999999996,684.9000000000001,-0.7768593142492142,4132.7,3136.9777777777776,456.9135802469136,650.6500000000001,121.59999999999997,3148.5,355.5999999999999,656.75,239.44999999999982,2158.6,3.0,0.0,1974.1,2.0,3190.294397422003,5205.209360782833,0.055670416921152266,67.73999999999971,580.8173240792817,5205.200000000001,337348.7639506173,0.0
Y106::pattern0::L12,140027859.3925,31654.824999999997,1.0,17503482.4240625,4.252371652796921,1.0,7.0,3333.6,4298.05,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,3878.8199999999997,656.3000000000002,-1.2571649776813214,4545.2,3923.238888888889,345.12098765432097,463.83125,49.556250000000034,3852.55,396.4500000000003,557.0,125.95000000000027,3333.6,1.0,0.0,1211.6,2.0,3944.445593947407,3710.6643785370184,0.2083152810480169,74.19583333333294,408.4699062611439,3710.65,166847.66432098768,0.0
Y11::pattern0::L12,76563323.30250001,22782.675000000003,2.0,9570415.412812501,4.811119602719389,1.0,7.0,2246.05,2828.5,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,2667.4125000000004,178.5,0.0007422157518361949,3931.5,2874.605555555556,378.530864197531,229.18124999999998,210.68124999999998,2724.0,104.5,171.54999999999995,171.54999999999995,2246.05,1.0,0.0,1685.4499999999998,1.0,2916.6823485768896,1833.498857546136,1.039513831309896,169.51833333333315,493.6383519026209,1833.4499999999998,243678.8224691358,0.0
Y111::pattern0::L12,597495322.24,65509.8,3.0,74686915.28,4.642267771538897,1.0,7.0,5602.0,9226.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,6733.8,2380.8,-1.1765622184986193,10129.2,8021.333333333333,1261.5703703703705,972.1500000000003,270.04999999999995,7762.4,1061.1999999999998,1001.2000000000003,557.6000000000004,5602.0,1.0,0.0,4527.200000000001,2.0,8147.905813015868,7777.2073869911965,-0.08678002715164154,415.2133333333327,1430.587534313554,7777.200000000003,2046580.693333334,0.0
Y113::pattern0::L12,385849648.155,37620.200000000004,1.0,48231206.019375,6.922680647688408,1.0,7.0,2472.25,5833.6,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,3127.9449999999997,3101.7500000000005,2.1713113878825663,15586.15,5183.266666666666,2906.3777777777777,2106.5625,1639.2375,3016.45,544.1999999999998,853.4750000000001,272.0999999999999,2472.25,2.0,0.0,13113.9,2.0,6547.685326001344,16852.50871809027,1.8337345491561563,1193.9983333333332,4000.7411551555742,16852.5,16005929.790555557,0.0
Y114::pattern0::L12,24899322.25,11983.95,1.0,3112415.28125,5.674225987416183,1.0,7.0,695.9,2087.4,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,802.425,1112.4,-0.7341066434096901,2826.4,1527.2333333333333,548.8000000000001,544.4125,266.3125,1475.1,593.6999999999999,554.6,403.3999999999999,695.9,1.0,0.0,2130.5,1.0,1663.307356176576,4355.309799381153,0.5998058523061275,206.01666666666668,658.9003768906698,4355.3,434149.7066666667,0.0
Y116::pattern0::L12,216244237.13279998,38356.82,1.0,27030529.641599998,4.298496008564427,1.0,7.0,3460.0,5031.0,0.1111111111111111,0.2222222222222222,0.3333333333333333,0.4444444444444444,0.5555555555555556,0.6666666666666666,0.7777777777777778,0.8888888888888888,1.0,1.0,3627.45,963.0,-0.7413710325587486,6809.0,4769.573333333334,914.2844444444446,1278.2150000000001,43.914999999999964,4393.68,637.3199999999997,1044.7600000000002,145.39999999999964,3460.0,3.0,0.0,3349.0,2.0,4901.748408394702,10225.72799946001,0.7764841026987268,90.14733333333314,1130.6226944279667,10225.720000000001,1278307.6771555557,0.0
